converting_time,page,dpi,c,m,y,k,sum,base_minus_curr_sum,diff,options,label
0.1777944564819336,194,300,4.335,0.27,12.21,5.78,22.595000000000002,0.0,0.0,default,4
0.1514391899108886,195,300,3.615,0.27,10.23,4.82,18.935000000000002,0.0,0.0,default,4
0.2183504104614257,196,300,3.7800000000000002,0.43499999999999994,10.485,6.66,21.36,0.0,0.0,default,4
0.1933560371398925,197,300,3.81,0.42000000000000004,10.575,6.64,21.445,0.0,0.0,default,4
0.1937556266784668,198,300,3.8549999999999995,0.405,10.665000000000001,6.56,21.485,0.0,0.0,default,4
0.1936593055725097,199,300,3.87,0.405,10.695,6.55,21.52,0.0,0.0,default,4
0.1696093082427978,200,300,6.300000000000001,0.34500000000000003,18.330000000000002,6.62,31.595000000000002,0.0,0.0,default,1
0.1649465560913086,201,300,6.449999999999999,0.255,18.6,6.27,31.575,0.0,0.0,default,1
0.2034497261047363,202,300,6.945,0.48,20.025,8.58,36.03,0.0,0.0,default,1
0.2040355205535888,203,300,6.449999999999999,0.43499999999999994,18.57,8.33,33.785,0.0,0.0,default,1
0.1381828784942627,204,300,5.43,0.27,15.794999999999998,5.53,27.025,0.0,0.0,default,1
0.1394498348236084,205,300,6.074999999999999,0.315,18.015,6.22,30.625,0.0,0.0,default,1
0.1413800716400146,206,300,6.3149999999999995,0.24,18.645,6.01,31.21,0.0,0.0,default,1
0.1412632465362548,207,300,4.0200000000000005,0.30000000000000004,11.52,4.98,20.82,0.0,0.0,default,4
0.1330490112304687,208,300,4.0200000000000005,0.15000000000000002,11.399999999999999,4.09,19.66,0.0,0.0,default,4
0.1575047969818115,209,300,3.99,0.28500000000000003,11.43,5.28,20.985,0.0,0.0,default,4
0.1270205974578857,210,300,4.11,0.27,12.254999999999999,4.76,21.394999999999996,0.0,0.0,default,4
0.1189489364624023,211,300,4.14,0.10500000000000001,12.195,3.83,20.270000000000003,0.0,0.0,default,4
0.1427578926086425,212,300,4.14,0.255,12.299999999999999,5.11,21.805,0.0,0.0,default,4
0.1743364334106445,213,300,5.055,0.495,14.504999999999999,7.21,27.265,0.0,0.0,default,1
0.1478471755981445,214,300,4.4399999999999995,0.30000000000000004,12.735,5.33,22.805,0.0,0.0,default,4
0.1588129997253418,215,300,5.550000000000001,0.375,15.975000000000001,6.53,28.430000000000003,0.0,0.0,default,1
0.1954188346862793,216,300,5.025,0.405,14.265,7.03,26.725,0.0,0.0,default,1
0.1840066909790039,217,300,4.425000000000001,0.27,12.495000000000001,5.89,23.080000000000002,0.0,0.0,default,4
0.2007465362548828,218,300,4.050000000000001,0.46499999999999997,11.595,7.19,23.3,0.0,0.0,default,4
0.223123550415039,219,300,4.9799999999999995,0.495,14.325000000000001,7.8,27.6,0.0,0.0,default,1
0.1709132194519043,220,300,5.34,0.33,15.135,6.39,27.195,0.0,0.0,default,1
0.193610668182373,221,300,6.074999999999999,0.34500000000000003,17.37,7.26,31.049999999999997,0.0,0.0,default,1
0.2017185688018798,222,300,4.800000000000001,0.44999999999999996,13.695,7.17,26.115000000000002,0.0,0.0,default,1
0.2150046825408935,223,300,4.245,0.46499999999999997,12.09,7.06,23.86,0.0,0.0,default,1
0.2023336887359619,224,300,4.245,0.39,12.03,6.78,23.445,0.0,0.0,default,4
0.2118666172027588,225,300,4.215,0.43499999999999994,12.0,7.12,23.77,0.0,0.0,default,1
0.1904187202453613,226,300,4.4399999999999995,0.42000000000000004,12.765,6.81,24.435,0.0,0.0,default,1
0.3915669918060303,227,300,4.47,0.36,12.66,6.64,24.130000000000003,0.0,0.0,default,1
0.228201150894165,228,300,3.4499999999999997,0.22499999999999998,9.600000000000001,4.39,17.665000000000003,0.0,0.0,default,4
0.2397487163543701,229,300,3.4050000000000002,0.22499999999999998,9.48,4.63,17.740000000000002,0.0,0.0,default,4
0.1554207801818847,230,300,4.035,0.375,11.67,5.68,21.759999999999998,0.0,0.0,default,4
0.1692609786987304,231,300,4.305,0.405,12.600000000000001,6.11,23.42,0.0,0.0,default,4
0.1379308700561523,232,300,4.29,0.28500000000000003,12.465,5.02,22.06,0.0,0.0,default,4
0.1607234477996826,233,300,4.455,0.33,12.975000000000001,5.83,23.590000000000003,0.0,0.0,default,1
0.1425948143005371,234,300,3.96,0.315,11.49,5.1,20.865000000000002,0.0,0.0,default,4
0.1359682083129882,235,300,4.035,0.165,11.58,4.28,20.060000000000002,0.0,0.0,default,4
0.1570541858673095,236,300,4.0649999999999995,0.28500000000000003,11.745000000000001,5.33,21.424999999999997,0.0,0.0,default,4
0.1967878341674804,237,300,4.53,0.43499999999999994,12.855,7.02,24.84,0.0,0.0,default,1
0.2048516273498535,238,300,4.5,0.5249999999999999,12.885,7.65,25.560000000000002,0.0,0.0,default,1
0.213667631149292,239,300,5.3100000000000005,0.5249999999999999,15.27,8.21,29.315,0.0,0.0,default,1
0.1829147338867187,240,300,4.5600000000000005,0.34500000000000003,12.870000000000001,6.28,24.055000000000003,0.0,0.0,default,1
0.8352577686309814,241,300,25.259999999999998,8.97,31.11,16.19,81.53,0.0,0.0,default,3
0.0531935691833496,242,300,0.0,0.0,0.0,0.06,0.06,0.0,0.0,default,0
0.1843352317810058,243,300,0.51,0.5549999999999999,1.47,5.33,7.865,0.0,0.0,default,0
0.1614654064178466,244,300,0.54,0.5249999999999999,1.4849999999999999,4.38,6.93,0.0,0.0,default,0
0.125619888305664,245,300,0.51,0.42000000000000004,1.365,3.55,5.845,0.0,0.0,default,0
0.1501667499542236,246,300,0.54,0.6000000000000001,1.53,4.83,7.5,0.0,0.0,default,0
0.1457569599151611,247,300,0.5700000000000001,0.585,1.5,4.4,7.055000000000001,0.0,0.0,default,0
0.1430516242980957,248,300,0.54,0.5700000000000001,1.5150000000000001,4.57,7.195,0.0,0.0,default,0
0.1329264640808105,249,300,0.51,0.51,1.44,4.18,6.64,0.0,0.0,default,0
0.1394286155700683,250,300,0.54,0.5700000000000001,1.5150000000000001,4.69,7.315,0.0,0.0,default,0
0.1464271545410156,251,300,0.51,0.645,1.545,5.25,7.95,0.0,0.0,default,0
0.1513922214508056,252,300,0.54,0.66,1.5750000000000002,5.3,8.075,0.0,0.0,default,0
0.1389281749725341,253,300,0.51,0.585,1.5,4.72,7.3149999999999995,0.0,0.0,default,0
0.1408185958862304,254,300,0.54,0.6000000000000001,1.545,4.85,7.535,0.0,0.0,default,0
0.1261436939239502,255,300,0.51,0.48,1.4249999999999998,3.93,6.345000000000001,0.0,0.0,default,0
0.1410462856292724,256,300,0.54,0.5700000000000001,1.5150000000000001,4.66,7.285,0.0,0.0,default,0
0.1438167095184326,257,300,0.51,0.6000000000000001,1.5150000000000001,4.94,7.565,0.0,0.0,default,0
