sum,label
19.11,4
12.0,0
15.409999999999998,0
22.62,4
21.5,4
17.67,0
16.88,0
16.91,0
18.310000000000002,4
18.330000000000002,4
18.24,0
22.61,4
22.849999999999998,4
23.05,4
23.130000000000003,4
22.94,4
22.979999999999997,4
21.810000000000002,4
23.68,4
22.909999999999997,4
23.4,4
18.75,4
20.89,4
26.769999999999996,4
28.39,4
27.14,4
23.56,4
24.39,4
26.0,4
25.580000000000002,4
19.18,4
17.830000000000002,0
16.08,0
99.23,1
0.09,2
7.130000000000001,2
6.710000000000001,2
6.390000000000001,2
6.78,2
6.42,2
6.34,2
6.98,2
6.76,2
5.04,2
20.32,4
21.21,4
20.16,4
21.97,4
21.99,4
22.91,4
20.32,4
18.68,4
18.400000000000002,4
20.67,4
18.909999999999997,4
18.17,0
15.76,0
16.04,0
19.16,4
18.96,4
19.26,4
19.12,4
11.77,0
11.36,0
19.0,4
18.360000000000003,4
19.189999999999998,4
18.95,4
13.04,0
13.169999999999998,0
19.979999999999997,4
19.810000000000002,4
14.55,0
20.0,4
18.96,4
19.59,4
18.82,4
10.11,2
10.47,0
11.739999999999998,0
10.440000000000001,0
11.76,0
22.2,4
20.1,4
15.86,0
22.52,4
16.509999999999998,0
19.27,4
18.83,4
19.52,4
18.770000000000003,4
19.589999999999996,4
18.78,4
19.77,4
19.18,4
19.630000000000003,4
19.09,4
19.6,4
18.74,4
24.84,4
24.93,4
24.85,4
25.92,4
21.57,4
19.43,4
15.879999999999999,0
20.740000000000002,4
20.56,4
19.8,4
23.1,4
21.259999999999998,4
20.520000000000003,4
21.07,4
19.41,4
0.09,2
87.73,1
0.09,2
5.53,2
4.73,2
11.110000000000001,0
12.77,0
21.15,4
19.04,4
19.32,4
18.15,0
12.2,0
18.650000000000002,4
18.56,4
0.09,2
64.84,5
0.09,2
6.800000000000001,2
5.78,2
4.9,2
5.41,2
5.63,2
5.9,2
20.79,4
20.669999999999998,4
21.759999999999998,4
20.009999999999998,4
22.450000000000003,4
21.92,4
24.66,4
23.66,4
19.49,4
21.75,4
20.68,4
20.990000000000002,4
21.119999999999997,4
21.64,4
22.66,4
20.72,4
20.39,4
0.09,2
89.4,1
0.09,2
6.17,2
6.029999999999999,2
6.029999999999999,2
6.67,2
4.57,2
5.630000000000001,2
5.21,2
14.260000000000002,0
19.58,4
15.43,0
15.940000000000001,0
16.16,0
21.04,4
20.21,4
17.77,0
23.33,4
24.47,4
23.169999999999998,4
26.62,4
17.64,0
23.43,4
16.62,0
16.259999999999998,0
0.09,2
87.49,1
0.09,2
5.85,2
4.21,2
17.2,0
18.93,4
17.080000000000002,0
17.13,0
21.909999999999997,4
21.18,4
22.41,4
21.46,4
22.43,4
21.759999999999998,4
21.31,4
20.060000000000002,4
21.45,4
20.47,4
62.31,5
0.09,2
5.75,2
6.08,2
6.08,2
6.93,2
5.9399999999999995,2
2.73,2
16.11,0
17.009999999999998,0
16.24,0
10.93,0
19.240000000000002,4
19.77,4
18.340000000000003,4
13.73,0
13.209999999999999,0
14.49,0
14.46,0
23.61,4
20.01,4
12.43,0
13.07,0
12.9,0
16.04,0
15.870000000000001,0
15.39,0
15.130000000000003,0
16.17,0
16.37,0
16.81,0
17.11,0
21.7,4
21.740000000000002,4
13.23,0
21.45,4
10.530000000000001,0
21.32,4
79.96000000000001,1
0.09,2
6.62,2
6.4399999999999995,2
6.130000000000001,2
3.3200000000000003,2
16.07,0
9.48,2
11.86,0
16.770000000000003,0
16.19,0
16.35,0
16.53,0
14.879999999999999,0
9.73,2
19.580000000000002,4
19.979999999999997,4
16.029999999999998,0
17.25,0
12.14,0
10.59,0
17.34,0
19.340000000000003,4
19.61,4
19.13,4
19.240000000000002,4
11.67,0
15.76,0
13.709999999999999,0
11.02,0
10.13,2
10.610000000000001,0
19.48,4
18.62,4
16.56,0
16.16,0
16.97,0
0.09,2
61.92,5
0.09,2
5.6,2
6.52,2
6.46,2
7.01,2
5.609999999999999,2
6.33,2
15.5,0
12.25,0
16.479999999999997,0
12.66,0
25.81,4
25.22,4
25.46,4
25.15,4
25.439999999999998,4
25.18,4
25.4,4
25.35,4
25.32,4
11.469999999999999,0
10.33,0
10.489999999999998,0
10.31,0
9.55,2
9.82,2
9.88,2
16.7,0
16.119999999999997,0
15.93,0
8.61,2
15.939999999999998,0
9.120000000000001,2
12.39,0
12.22,0
28.35,4
22.27,4
23.0,4
22.58,4
27.5,4
23.28,4
28.48,4
21.939999999999998,4
27.52,4
26.14,4
28.27,4
25.2,4
29.509999999999998,4
26.650000000000002,4
25.47,4
23.46,4
26.509999999999998,4
21.14,4
22.34,4
17.270000000000003,0
9.58,2
20.93,4
15.92,0
0.09,2
97.62,1
0.09,2
6.63,2
6.18,2
3.5100000000000002,2
18.66,4
18.36,4
19.65,4
19.34,4
19.74,4
19.299999999999997,4
19.66,4
19.26,4
20.229999999999997,4
20.45,4
20.270000000000003,4
18.71,4
18.32,4
19.8,4
16.73,0
14.549999999999999,0
13.5,0
14.02,0
13.27,0
18.64,4
0.09,2
67.32000000000001,5
0.09,2
6.32,2
3.62,2
19.060000000000002,4
14.89,0
14.760000000000002,0
15.22,0
15.34,0
14.530000000000001,0
14.790000000000001,0
13.66,0
14.26,0
18.08,0
18.12,0
14.71,0
14.58,0
14.600000000000001,0
15.5,0
16.009999999999998,0
16.16,0
15.120000000000001,0
15.72,0
15.3,0
16.31,0
15.940000000000001,0
15.150000000000002,0
15.82,0
15.91,0
16.39,0
15.809999999999999,0
15.600000000000001,0
15.44,0
15.1,0
15.45,0
15.84,0
15.29,0
15.11,0
14.510000000000002,0
17.07,0
17.48,0
16.29,0
16.98,0
18.28,4
28.53,4
29.96,4
23.03,4
14.55,0
16.65,0
14.400000000000002,0
15.55,0
15.07,0
14.969999999999999,0
14.89,0
14.82,0
11.77,0
15.59,0
15.45,0
15.14,0
15.84,0
13.850000000000001,0
15.44,0
13.36,0
13.96,0
13.72,0
14.989999999999998,0
15.469999999999999,0
15.100000000000001,0
15.82,0
0.09,2
71.0,5
0.09,2
6.95,2
7.15,2
6.91,2
6.9,2
6.29,2
6.98,2
5.840000000000001,2
6.44,2
6.05,2
6.92,2
2.45,2
16.65,0
18.2,0
19.47,4
16.76,0
16.49,0
20.130000000000003,4
16.2,0
16.490000000000002,0
18.89,4
16.15,0
15.290000000000001,0
16.96,0
17.18,0
17.310000000000002,0
16.46,0
16.32,0
12.21,0
9.149999999999999,2
9.05,2
14.510000000000002,0
15.09,0
14.64,0
13.72,0
15.05,0
14.530000000000001,0
14.040000000000001,0
12.850000000000001,0
12.08,0
11.309999999999999,0
12.1,0
12.899999999999999,0
12.299999999999999,0
11.629999999999999,0
11.78,0
12.799999999999999,0
12.32,0
11.690000000000001,0
11.66,0
26.97,4
26.8,4
19.0,4
19.0,4
13.469999999999999,0
11.85,0
25.47,4
13.96,0
13.370000000000001,0
13.61,0
14.120000000000001,0
13.239999999999998,0
13.329999999999998,0
13.219999999999999,0
13.52,0
13.709999999999999,0
13.47,0
13.83,0
13.32,0
13.29,0
12.969999999999999,0
13.920000000000002,0
9.06,2
8.83,2
8.469999999999999,2
95.94,1
0.09,2
6.8,2
15.55,0
16.09,0
15.69,0
15.940000000000001,0
19.93,4
20.12,4
15.879999999999999,0
16.14,0
14.94,0
15.370000000000001,0
16.78,0
15.899999999999999,0
10.73,0
6.01,2
6.970000000000001,2
6.09,2
6.869999999999999,2
2.49,2
0.09,2
7.4799999999999995,2
7.23,2
0.09,2
155.38,3
